127;138;087;087;087;087
126;138;087;087;087;087
125;138;087;087;087;087
124;138;087;087;087;087
124;137;087;087;087;087
123;137;087;087;087;087
122;137;087;087;087;087
121;136;087;087;087;087
121;136;087;087;087;087
120;135;087;087;087;088
119;134;087;087;087;087
119;134;087;087;087;087
118;133;087;087;087;087
118;132;087;087;087;087
118;131;087;087;087;087
117;131;087;087;087;087
117;130;087;087;087;087
117;129;087;087;087;087
117;128;087;087;087;087
117;127;087;087;087;087
117;126;087;087;087;087
117;125;087;087;087;087
118;125;087;087;087;087
118;124;087;087;087;087
118;123;087;087;087;087
119;122;087;087;087;087
119;122;087;087;087;087
120;121;087;087;088;087
121;120;087;087;087;087
121;120;087;087;087;087
122;119;087;087;087;087
123;119;087;087;087;087
124;119;087;087;087;087
124;118;087;087;087;087
125;118;087;087;087;087
126;118;087;087;087;087
127;118;087;087;087;087
128;118;087;087;087;087
129;118;087;087;087;087
130;118;087;087;087;087
130;119;087;087;087;087
131;119;087;087;087;087
132;119;087;087;087;087
133;120;087;087;087;087
133;120;087;087;087;087
134;121;087;088;087;087
135;122;087;087;087;087
135;122;087;087;087;087
136;123;087;087;087;087
136;124;087;087;087;087
136;125;087;087;087;087
137;125;087;087;087;087
137;126;087;087;087;087
137;127;087;087;087;087
137;128;087;087;087;087
137;129;087;087;087;087
137;130;087;087;087;087
137;131;087;087;087;087
136;131;087;087;087;087
136;132;087;087;087;087
136;133;087;087;087;087
135;134;087;087;087;087
135;134;087;087;087;087
134;135;088;087;087;087
133;136;087;087;087;087
133;136;087;087;087;087
132;137;087;087;087;087
131;137;087;087;087;087
130;137;087;087;087;087
130;138;087;087;087;087
129;138;087;087;087;087
128;138;087;087;087;087
127;148;088;087;087;088
125;148;088;087;087;088
124;148;088;087;087;088
122;147;088;087;087;088
120;147;087;087;087;088
119;146;087;087;087;088
117;145;087;087;087;088
116;144;087;087;087;088
114;143;087;087;087;088
113;142;087;087;087;088
112;141;087;087;087;088
111;139;087;087;087;088
110;138;087;087;087;088
109;136;087;087;087;088
108;135;087;087;087;088
108;133;087;087;088;088
107;131;087;087;088;088
107;130;087;087;088;088
107;128;087;087;088;088
107;126;087;087;088;088
107;125;087;087;088;088
108;123;087;087;088;088
108;121;087;087;088;087
109;120;087;087;088;087
110;118;087;087;088;087
111;117;087;087;088;087
112;115;087;087;088;087
113;114;087;087;088;087
114;113;087;087;088;087
116;112;087;087;088;087
117;111;087;087;088;087
119;110;087;087;088;087
120;109;087;087;088;087
122;109;087;088;088;087
124;108;087;088;088;087
125;108;087;088;088;087
127;108;087;088;088;087
129;108;087;088;088;087
130;108;087;088;088;087
132;109;087;088;088;087
134;109;087;088;087;087
135;110;087;088;087;087
137;111;087;088;087;087
138;112;087;088;087;087
140;113;087;088;087;087
141;114;087;088;087;087
142;115;087;088;087;087
143;117;087;088;087;087
144;118;087;088;087;087
145;120;087;088;087;087
146;121;087;088;087;087
146;123;088;088;087;087
147;125;088;088;087;087
147;126;088;088;087;087
147;128;088;088;087;087
147;130;088;088;087;087
147;131;088;088;087;087
146;133;088;088;087;087
146;135;088;087;087;087
145;136;088;087;087;087
144;138;088;087;087;087
143;139;088;087;087;087
142;141;088;087;087;087
141;142;088;087;087;087
140;143;088;087;087;087
138;144;088;087;087;087
137;145;088;087;087;087
135;146;088;087;087;087
134;147;088;087;087;087
132;147;088;087;087;088
130;148;088;087;087;088
129;148;088;087;087;088
127;158;088;087;087;088
124;158;088;087;087;088
122;158;088;087;087;088
119;157;088;087;087;088
117;156;088;087;087;088
114;155;088;087;087;088
112;154;087;087;087;088
110;153;087;087;087;088
108;151;087;087;087;088
106;149;087;087;087;088
104;147;087;087;087;088
102;145;087;087;087;088
101;143;087;087;087;088
100;141;087;087;088;088
099;138;087;087;088;088
098;136;087;087;088;088
097;133;087;087;088;088
097;131;087;087;088;088
097;128;087;087;088;088
097;125;087;087;088;088
097;123;087;087;088;088
098;120;087;087;088;088
099;118;087;087;088;088
100;115;087;087;088;088
101;113;087;087;088;087
102;111;087;087;088;087
104;109;087;087;088;087
106;107;087;087;088;087
108;105;087;087;088;087
110;103;087;087;088;087
112;102;087;087;088;087
114;101;087;088;088;087
117;100;087;088;088;087
119;099;087;088;088;087
122;098;087;088;088;087
